text,label,binary_label
Table 1: Disbursement of Additional Carbon Tax Receipts in 2020 Increased Carbon Tax Spending – 2020 Revenue €m - 2020 Expenditure €m - 2020 Department Revenue Raised by a €6 carbon tax increase 90 Protecting the Vulnerable 1.,Non-Incentive,Non-Incentive
Budget 2020 confirmed a €6 increase in the carbon tax for 2020.,Non-Incentive,Non-Incentive
This would raise an additional €6 billion that could be invested in decarbonising the economy while also protecting the most vulnerable from the i ncreases in living costs associated with the carbon tax.,Non-Incentive,Non-Incentive
"Recent reform s to the EU ETS are working to increase the price signal in that sector, and will complement our initiatives to reduce emissions in the electri city and industry sectors 18 Under the Climate Action Plan 2019, the Government is committed to implement a carbon tax rat e of at least €80 per tonne by 2030, accompanied by a trajectory of increases over successive annual Budgets.",Non-Incentive,Non-Incentive
Ireland is one of a minority of countries globally to have already implemented economy -wide carbon pricing through the EU Emissions Trading System (ETS) and the carbon tax.,Non-Incentive,Non-Incentive
The Climate Action Plan recognises that the level of change required to decarbonise Ireland’s economy cannot be avoided and nor can the taxpayer compensate for all the many actions which will have to be taken.,Non-Incentive,Non-Incentive
"In the context of the Climate Action Plan commitment to implement a carbon tax ra te of at least €80 per tonne by 2030, Budget 2020 confirmed an initial €6 increase in the price of carbon, all of which will be ring -fenced to support climate action and protect those most vulnerable.",Non-Incentive,Non-Incentive
"This figure has steadily increased since, with over 14,500 electric vehicles under taxation at the end of October 2019.",Non-Incentive,Non-Incentive
O rganic Trust CLG and Irish Organic Association are accredited by the Irish National Accreditation Board (INAB) and subject to independent auditing to ensure their competence and independence  21 Organic Food and Farming Standards in Ireland – Edition 2 03 210202 3 102 Organic Food and Farming Standards in Ireland The Standards 10201 The Organic Food and Farming Standards in Ireland are the basis for nationally and internationally recognised and protected s ymbols for organic food and feed products.,Non-Incentive,Non-Incentive
b. Astaxanthin and histidine have not been mentioned separately as it was under 889/2008 art 25k point 4 and 5.,Non-Incentive,Non-Incentive
"The Control Authority or Control Body shall make the following information available on its website, in at least one official language of the Union: (a) a list of certified operators and certified groups of operators containing : (i) for operators, their name and address ; (ii) for groups of operators, the name and address of the group and the number of its members; (iii) information relating to their certificates, in particular, the certificate number, category 352 Organic Food and Farming Standards in Ireland – Edition 2 03 210202 3 of products covered by the certification, status and validity of certification, including cases of scope reduction, suspension and withdrawal as referred to in ISO Standard 17065 ; (b) in the case of control bodies, updated information on their accreditation, including a link to the latest accreditation certificate issued by its accreditation body.",Non-Incentive,Non-Incentive
"reflecting different sets of assumptions: • With Existing Measures (WEM) is mandatory to report and based on polic ies and measures implemented or existing by the end of the latest inventory year, but also projected emissions reductions commensurate with resources or legislation already in place or committed to Government Departments or Agencies, eg carbon tax increa ses to 2050; and • With Additional Measures (WAM) is voluntary to report and based on policies and measures in the latest Government plans but not yet implemented.",Non-Incentive,Non-Incentive
"Nearly all of th ese proposals have now been adopted, and only the revision of the Energy Taxation Directive remains to be agreed.",Non-Incentive,Non-Incentive
"The aim of the taxonomy is t o provide certainty for investors, protect investors from greenwashing, help organisations to plan for the decarbonisation transition and shift investments to where they are most sustainable.",Non-Incentive,Non-Incentive
"The eSPSV Grant Scheme was introduced in February 2018 and provides up to €7,000 towards the purchase of BEV or up to €3,500 towards a PHEV to vehicles in the taxi, hackney and limousine sectors.",Supplies,Incentive
